"place_id","name","rating","user_ratings_total","address","website","price_level","url"
"ChIJy_sIgsDOsGoRO5bim7wlAjY","Cancer Council Lodge Greenhill",4.6,69,"204 Greenhill Rd, Eastwood SA 5063, Australia","http://www.cancersa.org.au/information/a-z-index/accommodation",,"https://maps.google.com/?cid=3891714520000927291"
